Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
N/A,N/A,N/A,M.R.P:,399,₹999,(60% off),Yes
N/A,3.9,455,4K+ bought in past month,12934,₹17999,(28% off),Yes
N/A,4.2,68,50+ bought in past month,949,₹1699,(44% off),No
N/A,3.9,76,100+ bought in past month,27999,₹33999,(18% off),Yes
N/A,4.0,132,200+ bought in past month,17495,₹24999,(30% off),Yes
N/A,3.6,14,200+ bought in past month,10999,₹14999,(27% off),Yes
N/A,4.2,"15,066",8K+ bought in past month,1799,₹2999,(40% off),Yes
N/A,4.1,145,200+ bought in past month,14379,₹20999,(32% off),Yes
N/A,4.1,637,M.R.P:,15999,₹19999,(20% off),Yes
N/A,4.5,4,300+ bought in past month,8448,₹9999,(16% off),Yes
N/A,4.0,39,50+ bought in past month,16990,₹23999,(29% off),Yes
N/A,4.4,176,300+ bought in past month,32998,₹35999,(8% off),Yes
N/A,4.0,32,200+ bought in past month,16200,₹22999,(30% off),Yes
N/A,4.1,7,300+ bought in past month,14499,₹18999,(24% off),Yes
N/A,5.0,4,400+ bought in past month,7347,₹8999,(18% off),Yes
N/A,4.1,121,200+ bought in past month,39999,₹41999,(5% off),Yes
N/A,4.0,520,500+ bought in past month,15980,₹21999,(27% off),Yes
N/A,4.0,"2,056",5K+ bought in past month,9199,₹13999,(34% off),Yes
N/A,4.1,100,100+ bought in past month,39998,₹41999,(5% off),Yes
N/A,4.2,"15,066",8K+ bought in past month,1199,₹2499,(52% off),Yes
N/A,4.4,"2,505",5K+ bought in past month,79999,₹149999,(47% off),Yes
N/A,4.3,84,M.R.P:,2399,₹3999,(40% off),No
N/A,3.9,212,500+ bought in past month,27999,₹33999,(18% off),Yes
N/A,4.2,88,M.R.P:,8990,₹18990,(53% off),Yes
N/A,3.9,"2,056",5K+ bought in past month,9199,₹13999,(34% off),Yes
N/A,3.6,11,300+ bought in past month,11427,₹14990,(24% off),Yes
N/A,4.0,14,200+ bought in past month,11978,₹13999,(14% off),Yes
N/A,4.0,537,M.R.P:,11666,₹16999,(31% off),Yes
N/A,4.7,41,500+ bought in past month,17998,₹20999,(14% off),Yes
N/A,4.2,34,200+ bought in past month,20998,₹23999,(13% off),Yes
N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
N/A,4.1,"9,662",6K+ bought in past month,2499,₹3999,(38% off),Yes
N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
N/A,3.4,26,4K+ bought in past month,1499,₹2999,(50% off),Yes
N/A,4.2,147,500+ bought in past month,35998,₹37999,(5% off),Yes
N/A,4.2,"15,066",1K+ bought in past month,1799,₹2999,(40% off),Yes
N/A,4.4,715,500+ bought in past month,32998,₹35999,(8% off),Yes
N/A,4.0,537,100+ bought in past month,11898,₹17999,(34% off),Yes
N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
N/A,4.0,32,200+ bought in past month,16650,₹22999,(28% off),Yes
N/A,4.0,520,500+ bought in past month,15344,₹20999,(27% off),Yes
N/A,4.1,454,50+ bought in past month,29079,₹37999,(23% off),Yes
N/A,4.0,"1,031",1K+ bought in past month,3299,₹5999,(45% off),Yes
N/A,4.1,"1,982",1K+ bought in past month,4999,₹7999,(38% off),Yes
N/A,4.0,32,300+ bought in past month,14781,₹21999,(33% off),Yes
N/A,4.1,"9,662",2K+ bought in past month,2499,₹3999,(38% off),Yes
N/A,4.0,1,100+ bought in past month,16811,₹20999,(20% off),Yes
N/A,3.6,5,100+ bought in past month,36988,₹40999,(10% off),Yes
N/A,4.0,537,50+ bought in past month,11485,₹16999,(32% off),Yes
N/A,4.0,"1,031",1K+ bought in past month,3299,₹5999,(45% off),Yes
N/A,4.0,"1,031",1K+ bought in past month,3299,₹5999,(45% off),Yes
N/A,3.3,96,700+ bought in past month,1298,₹2999,(57% off),Yes
N/A,4.2,"15,066",4K+ bought in past month,1799,₹2999,(40% off),Yes
N/A,4.1,"1,982",500+ bought in past month,4999,₹7999,(38% off),Yes
N/A,4.2,"15,066",1K+ bought in past month,1299,₹2499,(48% off),Yes
N/A,3.1,16,100+ bought in past month,23628,₹30999,(24% off),Yes
N/A,3.9,770,5K+ bought in past month,6999,₹9999,(30% off),Yes
N/A,3.8,10,N/A,N/A,N/A,N/A,No
N/A,4.2,393,500+ bought in past month,1802,₹5999,(70% off),Yes
N/A,3.8,467,500+ bought in past month,798,₹2899,(72% off),Yes
